"Materialnummer","Vorgangsfolge","Anzahl"
2261,"0010 -> 0020",8
2262,"0010 -> 0020",1
2263,"0010 -> 0020",2
2264,"0010 -> 0020",3
2265,"0010 -> 0020",3
2266,"0010 -> 0020",2
2267,"0010 -> 0020",9
2268,"0010 -> 0020",9
2269,"0010 -> 0020",2
2270,"0010 -> 0020",19
2271,"0010 -> 0020",187
2272,"0010 -> 0020 -> 0030",53
2273,"0010 -> 0020",44
2274,"0010 -> 0020 -> 0030",177
2275,"0010 -> 0020",158
2276,"0010 -> 0020",3
2277,"0010 -> 0020",294
2277,"0005 -> 0010 -> 0020",1
2278,"0010 -> 0020",12
2279,"0010 -> 0020",18
2280,"0010 -> 0020",91
2281,"0010 -> 0020",1
2281,"0010 -> 0020 -> 0030",1
2282,"0010 -> 0020",58
2283,"0010 -> 0020",74
2284,"0010 -> 0020",6
2285,"0010 -> 0020",8
2286,"0010 -> 0020",5
2287,"0010 -> 0020",12
2288,"0010 -> 0020 -> 0030",10
2289,"0010 -> 0020",12
2290,"0010 -> 0020 -> 0030",32
2291,"0010 -> 0020",47
2292,"0010 -> 0020 -> 0030",20
2293,"0010 -> 0020",19
2294,"0010 -> 0020 -> 0030",16
2295,"0010 -> 0020",28
2296,"0010 -> 0020 -> 0030",3
2297,"0010 -> 0020",4
2298,"0010 -> 0020",7
2299,"0010 -> 0020",6
2300,"0010 -> 0020",10
2301,"0010 -> 0020",7
2302,"0010 -> 0020",11
2303,"0010 -> 0020",20
2303,"0010 -> 0020 -> 0030",3
2304,"0010 -> 0020",2
2305,"0010 -> 0020",3
2306,"0010 -> 0020",10
2307,"0010 -> 0020",28
2308,"0010 -> 0020",1
2309,"0010",5
2310,"0010",4
2311,"0010",1
2312,"0010",3
2313,"0010",2
2314,"0010",3
2315,"0010",6
2316,"0010",4
2317,"0010",12
2318,"0010",2
2319,"0010",5
2320,"0010",1
2321,"0010",1
2322,"0010",1
2323,"0010",1
2324,"0010",3
2325,"0010",25
2326,"0010",9
2327,"0010",3
2328,"0010",1
2329,"0010",1
2330,"0010",3
2331,"0010",1
2332,"0010",5
2333,"0010",3
2334,"0010",3
2335,"0010",2
2336,"0010",1
2337,"0010",1
2338,"0010",2
2339,"0010",6
2340,"0010",2
2341,"0010",29
2342,"0010",11
2343,"0010",1
2344,"0010",2
2345,"0010",1
2346,"0010",3
2347,"0010",5
2348,"0010",9
2349,"0010",8
2350,"0010",1
2351,"0010",1
2352,"0010",3
2353,"0010",3
2354,"0010",6
2355,"0010",1
2356,"0010",1
2357,"0010",1
2358,"0010",2
2359,"0010",11
2360,"0010",1
2361,"0010",1
2362,"0010",3
2363,"0010",8
2364,"0010",4
2365,"0010",1
2366,"0010",7
2367,"0010",1
2368,"0010",11
2369,"0010",13
2370,"0010",3
2371,"0010",4
2372,"0010",11
2373,"0010",4
2374,"0010",13
2375,"0010",12
2376,"0010",6
2377,"0010",2
2378,"0010",5
2379,"0010",1
2380,"0010",9
2381,"0010",1
2382,"0010",3
2383,"0010",3
2384,"0010",3
2385,"0010",3
2386,"0010",1
2387,"0010",4
2388,"0010",3
2389,"0010",3
2390,"0010",5
2391,"0010",4
2392,"0010 -> 0020",2
2393,"0010 -> 0020",2
2394,"0010 -> 0020",2
2395,"0010 -> 0020",2
2396,"0010 -> 0020",2
2397,"0010 -> 0020",2
2398,"0010",14
2399,"0010",1
2400,"0010",1
2401,"0010",1
2402,"0010",1
2403,"0010",4
2404,"0010",4
2405,"0010",3
2406,"0010",4
2407,"0010",2
2408,"0010",2
2409,"0010",2
2410,"0010",2
2411,"0010",2
2412,"0010",2
2413,"0010",7
2414,"0010",1
2415,"0010",1
2416,"0010",2
2417,"0010",4
2418,"0010",28
2419,"0010",32
2420,"0010",14
2421,"0010",13
2422,"0010",3
2423,"0010",2
2424,"0010",1
2425,"0010",4
2426,"0010",13
2427,"0010",8
2428,"0010",1
2429,"0010",3
2430,"0010",3
2431,"0010",6
2432,"0010",10
2433,"0010",1
2434,"0010",2
2435,"0010",7
2436,"0010",7
2437,"0010",5
2438,"0010",8
2439,"0010",33
2440,"0010",22
2441,"0010",105
2442,"0010",69
2443,"0010",22
2444,"0010",18
2445,"0010",6
2446,"0010",17
2447,"0010",2
2448,"0010",1
2449,"0010",12
2450,"0010",2
2451,"0010",6
2452,"0010",5
2453,"0010",1
2454,"0010",28
2455,"0010",27
2456,"0010",32
2457,"0010",3
2458,"0010",9
2459,"0010",2
2460,"0010",1
2461,"0010",4
2462,"0010",2
2463,"0010",5
2464,"0010",1
2465,"0010",7
2466,"0010",1
2467,"0010",2
2468,"0010",8
2468,"0010 -> 0020",1
2469,"0010",25
2469,"0010 -> 0020",4
2470,"0010",8
2470,"0010 -> 0020",1
2471,"0010",1
2472,"0010",2
2473,"0010",5
2474,"0010",1
2475,"0010",1
2476,"0010",1
2477,"0010",5
2478,"0010",17
2479,"0010",7
2480,"0010",1
2481,"0010",3
2482,"0010",4
2483,"0010",5
2484,"0010",2
2485,"0010",3
2486,"0010",6
2487,"0010",5
2488,"0010",11
2489,"0010",2
2490,"0010",1
2491,"0010",3
2492,"0010",3
2493,"0010",1
2494,"0010",10
2495,"0010",2
2496,"0010",2
2497,"0010",2
2498,"0010",1
2499,"0010",1
2500,"0010",1
2501,"0010",1
2502,"0010",2
2503,"0010",8
2504,"0010",4
2505,"0010",2
2506,"0010",2
2507,"0010",9
2508,"0010",7
2509,"0010",9
2510,"0010",1
2511,"0010",9
2512,"0010",4
2513,"0010",69
2514,"0010",13
2515,"0010",3
2516,"0010",12
2517,"0010",2
2518,"0010",4
2519,"0010",1
2520,"0010",3
2521,"0010",2
2522,"0010",3
2523,"0010",4
2524,"0010",2
2525,"0010",5
2526,"0010",9
2527,"0010",4
2528,"0010",2
2529,"0010",11
2530,"0010",2
2531,"0010",1
2532,"0010",4
2533,"0010",1
2534,"0010",5
2535,"0010",6
2536,"0010",10
2537,"0010",4
2538,"0010",5
2539,"0010",4
2540,"0010",2
2541,"0010",8
2542,"0010",8
2543,"0010",1
2544,"0010",4
2545,"0010",3
2546,"0010",2
2547,"0010",3
2548,"0010",1
2549,"0010",7
2550,"0010",6
2551,"0010",3
2552,"0010",3
2553,"0010",19
2554,"0010",27
2555,"0010",11
2556,"0010",1
2557,"0010",11
2558,"0010",13
2559,"0010",5
2560,"0010",5
2561,"0010",17
2562,"0010",9
2563,"0010",10
2564,"0010",55
2565,"0010",10
2566,"0010",2
2567,"0010",4
2568,"0010",3
2569,"0010",5
2570,"0010",3
2571,"0010",3
2572,"0010",4
2573,"0010",1
2573,"0010 -> 0020",1
2574,"0010",3
2574,"0010 -> 0020",2
2575,"0010",2
2576,"0010",3
2576,"0010 -> 0020",3
2577,"0010",2
2578,"0010",1
2579,"0010",2
2579,"0010 -> 0020",1
2580,"0010",1
2581,"0010 -> 0020",2
2582,"0010",1
2583,"0010 -> 0020",2
2583,"0010",1
2584,"0010 -> 0020",1
2585,"0010",3
2586,"0010",20
2586,"0010 -> 0020",1
2586,"0010 -> 0020 -> 0030",1
2587,"0010",2
2588,"0010",8
2589,"0010",8
2590,"0010",67
2591,"0010",2
2592,"0010",32
2593,"0010",2
2594,"0010",1
2595,"0010",2
2596,"0010",1
2597,"0010",4
2598,"0010",2
2599,"0010",1
2600,"0010",2
2601,"0010",3
2602,"0010",1
2603,"0010",1
2604,"0010",2
2605,"0010",1
2606,"0010",1
2607,"0010",1
2608,"0010",1
2609,"0010",1
2610,"0010",2
2611,"0010",14
2612,"0010",11
2613,"0010",14
2614,"0010",2
2615,"0010",15
2616,"0010",6
2617,"0010",18
2618,"0010",7
2619,"0010",17
2620,"0010",2
2621,"0010",7
2622,"0010",7
2623,"0010",119
2624,"0010 -> 0020",2
2625,"0010 -> 0020 -> 0030",8
2626,"0010",1
2627,"0010",4
2628,"0010",5
2629,"0010",14
2630,"0010",7
2631,"0010",2
2632,"0010",6
2633,"0010",6
2634,"0010",7
2635,"0010",9
2636,"0010",1
2637,"0010",3
2638,"0010",4
2639,"0010",5
2640,"0010",4
2641,"0010",5
2642,"0010",4
2643,"0010",1
2644,"0010",1
2645,"0010",1
2646,"0010",6
2647,"0010",6
2648,"0010",2
2649,"0010",3
2650,"0010 -> 0020",1
2651,"0010 -> 0020",2
2652,"0010 -> 0020 -> 0030",1
2653,"0010 -> 0020 -> 0030",5
2653,"0010 -> 0020",1
2654,"0010 -> 0020 -> 0030",2
2655,"0020 -> 0030",1
2656,"0010 -> 0020 -> 0030",2
2657,"0010 -> 0020 -> 0030",4
2658,"0010 -> 0020 -> 0030",4
2659,"0010 -> 0020 -> 0030",3
2660,"0010 -> 0020 -> 0030",1
2661,"0010 -> 0020 -> 0030",1
2662,"0010 -> 0020 -> 0030",1
2663,"0010 -> 0020 -> 0030",1
2664,"0010 -> 0020 -> 0030",3
2664,"0010 -> 0020",1
2665,"0010 -> 0020 -> 0030",7
2665,"0010 -> 0020",4
2666,"0010 -> 0020",2
2667,"0010 -> 0020",1
2667,"0010 -> 0020 -> 0030",1
2668,"0010 -> 0020 -> 0030",2
2669,"0010 -> 0020 -> 0030",4
2670,"0010 -> 0030",1
2671,"0010 -> 0020",1
2671,"0010 -> 0020 -> 0030",1
2672,"0010 -> 0020 -> 0030",13
2672,"0010 -> 0020",9
2673,"0010 -> 0020 -> 0030",6
2673,"0010 -> 0020",5
2674,"0010 -> 0020 -> 0030",7
2674,"0010 -> 0020",4
2675,"0010 -> 0020 -> 0030",6
2675,"0010 -> 0020",5
2676,"0010 -> 0020 -> 0030",4
2676,"0010 -> 0020",1
2677,"0010 -> 0020 -> 0030",4
2677,"0010 -> 0020",3
2678,"0010 -> 0020",5
2678,"0010 -> 0020 -> 0030",3
2679,"0010 -> 0020",2
2679,"0010 -> 0020 -> 0030",2
2680,"0010 -> 0020",3
2680,"0010 -> 0020 -> 0030",3
2681,"0010 -> 0020 -> 0030",4
2682,"0010 -> 0020 -> 0030",5
2682,"0010 -> 0020",3
2683,"0010 -> 0020 -> 0030",3
2684,"0010 -> 0020 -> 0030",2
2685,"0010 -> 0020 -> 0030",3
2686,"0010 -> 0020 -> 0030",2
2687,"0010 -> 0020 -> 0030",2
2688,"0010 -> 0020 -> 0030",2
2689,"0010 -> 0020 -> 0030",2
2690,"0010 -> 0020 -> 0030",3
2691,"0010 -> 0020",3
2692,"0010 -> 0020",5
2693,"0010 -> 0020",2
2694,"0010 -> 0020",2
2695,"0010 -> 0020",1
2695,"0010 -> 0020 -> 0030",1
2696,"0010 -> 0020",2
2697,"0010 -> 0020",5
2698,"0010 -> 0020",17
2699,"0010 -> 0020",1
2700,"0010 -> 0020",1
2701,"0010 -> 0020",2
2702,"0010 -> 0020",3
2703,"0010 -> 0020",2
2704,"0010 -> 0020",1
2705,"0010 -> 0020",3
2706,"0010 -> 0020",1
2707,"0010 -> 0020",4
2708,"0010 -> 0020",7
2709,"0010 -> 0020",3
2710,"0010 -> 0020 -> 0030",5
2711,"0010 -> 0020 -> 0030",5
2712,"0010 -> 0020 -> 0030",2
2713,"0010 -> 0020 -> 0030",5
2714,"0010 -> 0020 -> 0030",1
2715,"0010 -> 0020 -> 0030",1
2716,"0010 -> 0020 -> 0030",1
2717,"0010 -> 0020 -> 0030",4
2718,"0010 -> 0020 -> 0030",3
2719,"0010 -> 0020 -> 0030",3
2720,"0010 -> 0020 -> 0030",2
2721,"0010 -> 0020 -> 0030 -> 0040",4
2721,"0010 -> 0020 -> 0030",2
2722,"0010 -> 0020 -> 0030 -> 0040",7
2723,"0010 -> 0020 -> 0030 -> 0040",6
2724,"0010 -> 0020 -> 0030 -> 0040",12
2724,"0010 -> 0020 -> 0030",6
2725,"0010 -> 0020 -> 0030 -> 0040",2
2725,"0010 -> 0020 -> 0030",1
2726,"0010 -> 0020 -> 0030",2
2726,"0010 -> 0020 -> 0030 -> 0040",1
2727,"0010 -> 0020 -> 0030 -> 0040",2
2728,"0010 -> 0020 -> 0030 -> 0040",3
2729,"0010 -> 0020 -> 0030 -> 0040",5
2730,"0010 -> 0020 -> 0030 -> 0040",4
2730,"0010 -> 0020 -> 0030",2
2731,"0010 -> 0020 -> 0030 -> 0040",4
2732,"0010 -> 0020 -> 0030 -> 0040",2
2733,"0010 -> 0020 -> 0030 -> 0040",2
2734,"0010 -> 0020 -> 0030 -> 0040",6
2734,"0010 -> 0020 -> 0030",5
2735,"0010 -> 0020 -> 0030 -> 0040",2
2736,"0010 -> 0020 -> 0030",1
2737,"0010 -> 0020 -> 0030 -> 0040",3
2737,"0010 -> 0020 -> 0030",1
2738,"0010 -> 0020 -> 0030 -> 0040",1
2739,"0010 -> 0020 -> 0030 -> 0040",2
2739,"0010 -> 0020 -> 0030",1
2740,"0010 -> 0020 -> 0030",1
2741,"0010 -> 0020",3
2742,"0010 -> 0020",1
2743,"0010 -> 0020",9
2743,"0010",1
2744,"0010 -> 0020",3
2745,"0010 -> 0020",3
2746,"0010 -> 0020",1
2747,"0010 -> 0020",1
2748,"0010 -> 0020",3
2749,"0010 -> 0020",6
2750,"0010 -> 0020",1
2751,"0010 -> 0020",1
2752,"0010",9
2753,"0010",1
2754,"0010 -> 0020",9
2755,"0010 -> 0020",1
2756,"0010 -> 0020",10
2757,"0010 -> 0020",1
2758,"0010 -> 0020 -> 0030",20
2758,"0010 -> 0020",6
2759,"0010 -> 0020",16
2760,"0010 -> 0020",10
2761,"0010 -> 0020",6
2762,"0010 -> 0020 -> 0030",2
2763,"0010 -> 0020",1
2763,"0010 -> 0020 -> 0030",1
2764,"0010 -> 0020",2
2765,"0010 -> 0020",1
2766,"0010 -> 0020 -> 0030",7
2766,"0010 -> 0020",1
2767,"0010 -> 0020 -> 0030",5
2768,"0010",6
2769,"0010 -> 0020 -> 0030",2
2770,"0010 -> 0020",21
2771,"0010 -> 0020",1
2772,"0010 -> 0020",6
2773,"0010 -> 0020",4
2774,"0010 -> 0020 -> 0030",54
2774,"0010 -> 0020",3
2775,"0010 -> 0020 -> 0030",1
2776,"0010 -> 0020",3
2777,"0010 -> 0020",12
2778,"0010 -> 0020",1
2779,"0010 -> 0020 -> 0030",1
2780,"0010 -> 0020",7
2781,"0010 -> 0020",1
2782,"0010 -> 0020 -> 0030",6
2782,"0010 -> 0020",4
2783,"0010 -> 0020 -> 0030",99
2783,"0010 -> 0020",5
2784,"0010 -> 0020 -> 0030",4
2784,"0010 -> 0020",2
2785,"0010 -> 0020 -> 0030",3
2786,"0010 -> 0020",4
2786,"0010 -> 0020 -> 0030",3
2787,"0010 -> 0020 -> 0030",10
2787,"0010 -> 0020",1
2788,"0010 -> 0020",16
2789,"0010 -> 0020 -> 0030",1
2790,"0010 -> 0020 -> 0030",5
2790,"0010 -> 0020",2
2791,"0010 -> 0020 -> 0030",10
2792,"0010 -> 0020 -> 0030",3
2792,"0010 -> 0020",1
2793,"0010 -> 0020 -> 0030",1
2794,"0010 -> 0020 -> 0030",5
2794,"0010 -> 0020",1
2794,"0010 -> 0030",1
2795,"0010 -> 0020 -> 0030",10
2795,"0010 -> 0020",1
2796,"0010 -> 0020",3
2797,"0010 -> 0020 -> 0030",3
2798,"0010 -> 0020 -> 0030",3
2799,"0010 -> 0020 -> 0030",2
2800,"0010 -> 0020 -> 0030",3
2801,"0010 -> 0020 -> 0030",11
2801,"0010 -> 0020",2
2802,"0010 -> 0020 -> 0030",19
2803,"0010 -> 0020 -> 0030",3
2804,"0010 -> 0020 -> 0030",1
2805,"0010 -> 0020 -> 0030",1
2806,"0010 -> 0020 -> 0030",2
2807,"0010 -> 0020 -> 0030",1
2808,"0010 -> 0020 -> 0030",1
2809,"0010 -> 0020 -> 0030 -> 0040",6
2809,"0010 -> 0020 -> 0030",5
2810,"0010 -> 0020",17
2811,"0010 -> 0020 -> 0030",7
2812,"0010 -> 0020 -> 0030",2
2813,"0010 -> 0020",16
2814,"0010 -> 0020 -> 0030",4
2815,"0010 -> 0020 -> 0030",15
2816,"0010 -> 0020 -> 0030 -> 0040",6
2816,"0010 -> 0020 -> 0030",3
2816,"0010 -> 0020 -> 0030 -> 0040 -> 0050",1
2817,"0010 -> 0020",9
2818,"0010 -> 0020 -> 0030",6
2819,"0010 -> 0020",2
2820,"0010 -> 0020",1
2820,"0010 -> 0020 -> 0030",1
2821,"0010 -> 0020 -> 0030 -> 0040",15
2821,"0010 -> 0020 -> 0030",8
2822,"0010 -> 0020 -> 0030 -> 0040",8
2822,"0010 -> 0020 -> 0030",6
2823,"0010 -> 0020",1
2824,"0010 -> 0020",10
2825,"0010 -> 0020 -> 0030",1
2825,"0010 -> 0020 -> 0030 -> 0040",1
2826,"0010 -> 0020",7
2827,"0010 -> 0020",6
2828,"0010 -> 0020",1
2829,"0010 -> 0020",1
2830,"0010 -> 0020 -> 0030",15
2831,"0010 -> 0020",2
2831,"0010 -> 0020 -> 0030",1
2832,"0010 -> 0020",11
2832,"0010 -> 0020 -> 0030 -> 0040",2
2833,"0010 -> 0020 -> 0030",2
2834,"0010 -> 0020",18
2835,"0010 -> 0020",3
2836,"0010 -> 0020 -> 0030",14
2837,"0010 -> 0020 -> 0030",2
2838,"0010 -> 0020 -> 0030",1
2839,"0010 -> 0020 -> 0030",1
2840,"0010 -> 0020",1
2841,"0010 -> 0020 -> 0030",2
2842,"0010 -> 0020 -> 0030",1
2843,"0010 -> 0020 -> 0030",2
2844,"0010 -> 0020 -> 0030",10
2844,"0010 -> 0020 -> 0030 -> 0040",1
2845,"0010 -> 0020 -> 0030",1
2846,"0010 -> 0020 -> 0030",1
2847,"0010 -> 0020 -> 0030",2
2847,"0010 -> 0020 -> 0030 -> 0040",1
2848,"0010 -> 0020",2
2849,"0010 -> 0020 -> 0030",3
2850,"0010 -> 0020",14
2851,"0010 -> 0020",1
2852,"0010 -> 0020 -> 0030",36
2853,"0010 -> 0020 -> 0030 -> 0040",7
2853,"0010 -> 0020",1
2854,"0010 -> 0020 -> 0030",19
2855,"0010 -> 0020 -> 0030",4
2856,"0010 -> 0020",5
2857,"0010 -> 0020 -> 0030",3
2858,"0010 -> 0020 -> 0030",23
2859,"0010 -> 0020",7
2860,"0010 -> 0020",15
2861,"0010 -> 0020 -> 0030",25
2862,"0010 -> 0020 -> 0030",2
2863,"0010 -> 0020 -> 0030",2
2864,"0010 -> 0020 -> 0030",1
2865,"0010 -> 0020 -> 0030",2
2866,"0010 -> 0020 -> 0030",2
2867,"0010 -> 0020 -> 0030",11
2868,"0010 -> 0020 -> 0030",8
2869,"0010 -> 0020 -> 0030",2
2870,"0010 -> 0020",8
2870,"0010 -> 0020 -> 0030",5
2871,"0010 -> 0020",1
2872,"0010 -> 0020",3
2873,"0010 -> 0020 -> 0030",11
2874,"0010 -> 0020 -> 0030",2
2875,"0010 -> 0020 -> 0030",1
2876,"0010 -> 0020 -> 0030",16
2877,"0010 -> 0020 -> 0030",9
2877,"0010 -> 0020 -> 0030 -> 0040",2
2878,"0010 -> 0020 -> 0030 -> 0040",3
2879,"0010 -> 0020 -> 0030 -> 0040",1
2880,"0010 -> 0020 -> 0030 -> 0040",1
2881,"0010 -> 0020 -> 0030 -> 0040",1
2882,"0010 -> 0020 -> 0030",1
2883,"0010 -> 0020",4
2883,"0010 -> 0020 -> 0030 -> 0040",4
2884,"0010 -> 0020",4
2884,"0010 -> 0020 -> 0030",3
2884,"0010 -> 0020 -> 0030 -> 0040",2
2885,"0010 -> 0020 -> 0030",53
2886,"0010 -> 0020 -> 0030",6
2887,"0010 -> 0020 -> 0030",5
2888,"0010 -> 0020 -> 0030",12
2889,"0010 -> 0020 -> 0030",2
2890,"0010 -> 0020 -> 0030",2
2891,"0010 -> 0020 -> 0030",20
2891,"0010 -> 0020",12
2892,"0010 -> 0020 -> 0030 -> 0040",6
2892,"0010 -> 0020",1
2892,"0010 -> 0020 -> 0030",1
2893,"0010 -> 0020",13
2893,"0010 -> 0020 -> 0030",1
2894,"0010 -> 0020 -> 0030",5
2894,"0010 -> 0020",2
2895,"0010 -> 0020",1
2895,"0010 -> 0020 -> 0030",1
2896,"0010 -> 0020 -> 0030",1
2897,"0010 -> 0020",2
2898,"0010 -> 0020 -> 0030 -> 0040",5
2898,"0010 -> 0020 -> 0030 -> 0040 -> 0050",2
2898,"0010 -> 0020 -> 0030",1
2899,"0010 -> 0020",22
2900,"0010 -> 0020",4
2901,"0010 -> 0020 -> 0030",2
2901,"0010 -> 0020 -> 0030 -> 0040",1
2902,"0010 -> 0020 -> 0030",2
2902,"0010 -> 0020 -> 0030 -> 0040",1
2903,"0010 -> 0020",3
2904,"0010 -> 0020",2
2905,"0010 -> 0020",4
2906,"0010 -> 0020 -> 0030",1
2907,"0010 -> 0020",3
2908,"0010 -> 0020 -> 0030",8
2909,"0010 -> 0020",6
2910,"0010 -> 0020 -> 0030",1
2911,"0010 -> 0020 -> 0030",1
2912,"0010 -> 0020",2
2913,"0010 -> 0020",1
2914,"0010 -> 0020",4
2915,"0010 -> 0020",9
2916,"0010 -> 0020",3
2917,"0010 -> 0020 -> 0030",21
2918,"0010 -> 0020 -> 0030",1
2919,"0010 -> 0020",8
2920,"0010 -> 0020 -> 0030",4
2921,"0010 -> 0020 -> 0030",19
2922,"0010 -> 0020 -> 0030",9
2923,"0010 -> 0020 -> 0030",31
2924,"0010 -> 0020 -> 0030",2
2925,"0010 -> 0020",5
2926,"0010 -> 0020",4
2927,"0010 -> 0020 -> 0030",2
2928,"0010 -> 0020 -> 0030",17
2929,"0010 -> 0020 -> 0030",5
2930,"0010 -> 0020 -> 0030",1
2931,"0010 -> 0020",10
2932,"0010 -> 0020 -> 0030",4
2933,"0010 -> 0020",2
2934,"0010 -> 0020",4
2935,"0010 -> 0020",1
2935,"0010 -> 0020 -> 0030 -> 0040",1
2936,"0010 -> 0020",1
2937,"0010 -> 0020",1
2938,"0010",1
2939,"0010",1
2940,"0010",2
2941,"0010",1
2942,"0010",1
2943,"0010",1
2944,"0010",1
2945,"0010",1
2946,"0010 -> 0020",20
2947,"0010 -> 0020",1
2948,"0010 -> 0020",3
2949,"0010 -> 0020",1
2950,"0010 -> 0020",2
2951,"0010 -> 0020",59
2952,"0010 -> 0020",7
2953,"0010",38
2954,"0010 -> 0020",36
2955,"0010 -> 0020",193
2956,"0010 -> 0020",21
2957,"0010 -> 0020",79
2958,"0010 -> 0020",7
2959,"0010 -> 0020",3
2960,"0010 -> 0020",13
2961,"0010 -> 0020 -> 0030",87
2962,"0010 -> 0020",7
2962,"0010",3
2963,"0010 -> 0020",2
2963,"0010",1
2964,"0010 -> 0020",3
2965,"0010 -> 0020",2
2966,"0010 -> 0020",1
2967,"0010 -> 0020",3
2968,"0010 -> 0020 -> 0030",3
2969,"0010 -> 0020",16
2970,"0010 -> 0020",7
2971,"0010 -> 0020",4
2972,"0010 -> 0020",4
2973,"0010 -> 0020",5
2974,"0010 -> 0020",7
2975,"0010 -> 0020 -> 0030",3
2976,"0010 -> 0020",13
2977,"0010 -> 0020",6
2978,"0010 -> 0020",6
2979,"0010 -> 0020",3
2980,"0010 -> 0020",6
2981,"0010 -> 0020",4
2982,"0010 -> 0020 -> 0030",4
2983,"0010 -> 0020",6
2983,"0010",1
2984,"0010 -> 0020",3
2985,"0010 -> 0020",3
2986,"0010 -> 0020",6
2987,"0010 -> 0020",1
2988,"0010 -> 0020 -> 0030",2
2989,"0010 -> 0020 -> 0030",2
2990,"0010 -> 0020",1
2991,"0010 -> 0020",2
2992,"0010 -> 0020",2
2993,"0010 -> 0020",1
2994,"0010 -> 0020 -> 0030",33
2995,"0010 -> 0020 -> 0030",4
2996,"0010 -> 0020 -> 0030",3
2997,"0010 -> 0020",2
2998,"0010 -> 0020 -> 0030",1
2999,"0010 -> 0020 -> 0030",6
3000,"0010 -> 0020 -> 0030",6
3001,"0010 -> 0020",4
3002,"0010 -> 0020",2
3003,"0010 -> 0020",2
3004,"0010 -> 0020",4
3005,"0010 -> 0020",2
3006,"0010 -> 0020",2
3007,"0010 -> 0020 -> 0030",12
3008,"0010 -> 0020",2
3009,"0010 -> 0020",1
3010,"0010 -> 0020",1
3011,"0010 -> 0020",1
3012,"0010 -> 0020 -> 0030",8
3013,"0010 -> 0020 -> 0030 -> 0040 -> 0050 -> 0060",6
3013,"0010 -> 0020 -> 0030 -> 0040 -> 0050",3
3014,"0010 -> 0020",6
3015,"0010 -> 0020",2
3016,"0010 -> 0020",7
3017,"0010 -> 0020",9
3018,"0010 -> 0020",7
3019,"0010 -> 0020",5
3020,"0010 -> 0020",15
3021,"0010 -> 0020",6
3022,"0010 -> 0020 -> 0030",8
3022,"0010 -> 0020 -> 0030 -> 0040 -> 0050 -> 0060",2
3022,"0010 -> 0020 -> 0030 -> 0040",1
3023,"0010 -> 0020 -> 0030",4
3023,"0010",1
3024,"0010 -> 0020 -> 0030",15
3024,"0010 -> 0020 -> 0030 -> 0040",1
3025,"0010 -> 0020",4
3026,"0010 -> 0020",1
3027,"0010 -> 0020 -> 0030",3
3028,"0010 -> 0020 -> 0030",7
3029,"0010 -> 0020 -> 0030",35
3029,"0010 -> 0020",4
3030,"0010 -> 0020",22
3031,"0010 -> 0020",7
3032,"0010 -> 0020",3
3033,"0010 -> 0020",3
3034,"0010 -> 0020",16
3035,"0010 -> 0020",8
3036,"0010 -> 0020 -> 0030",2
3036,"0010 -> 0020",1
3037,"0010 -> 0020 -> 0030 -> 0040",2
3038,"0010 -> 0020",2
3039,"0010 -> 0020",15
3040,"0010 -> 0020 -> 0030",2
3040,"0010 -> 0020 -> 0030 -> 0040",2
3041,"0010 -> 0020",1
3042,"0010 -> 0020",8
3043,"0010 -> 0020",8
3044,"0010 -> 0020",5
3045,"0010 -> 0020",2
3046,"0010 -> 0020",19
3047,"0010 -> 0020",46
3048,"0010 -> 0020",1
3049,"0010 -> 0020",2
3050,"0010 -> 0020",6
3051,"0010 -> 0020",4
3052,"0010 -> 0020",2
3053,"0010 -> 0020",2
3054,"0010 -> 0020",1
3055,"0010 -> 0020",1
3056,"0010 -> 0020",2
3057,"0010 -> 0020",1
3058,"0010 -> 0020",1
3059,"0010 -> 0020",11
3060,"0010 -> 0020 -> 0030 -> 0040 -> 0050 -> 0060 -> 0070",2
3060,"0010 -> 0020 -> 0030 -> 0040 -> 0050",1
3060,"0010 -> 0020 -> 0030 -> 0040 -> 0050 -> 0060",1
3061,"0010 -> 0020 -> 0030 -> 0040 -> 0050 -> 0060",1
3062,"0010 -> 0020",2
3063,"0010 -> 0020 -> 0030",10
3063,"0010 -> 0020",2
3064,"0010 -> 0020",1
3065,"0010 -> 0020",2
3066,"0010 -> 0020",1
3067,"0010 -> 0020",4
3068,"0010 -> 0020",6
3069,"0010 -> 0020",2
3070,"0010 -> 0020",1
3071,"0010 -> 0020",2
3072,"0010 -> 0020",3
3073,"0010 -> 0020",2
3074,"0010 -> 0020",1
3075,"0010 -> 0020",3
3076,"0010 -> 0020",2
3077,"0010 -> 0020 -> 0030",4
3077,"0010 -> 0020",2
3078,"0010 -> 0020 -> 0030 -> 0040 -> 0050",1
3079,"0010 -> 0020 -> 0030",7
3080,"0010 -> 0020 -> 0030",4
3080,"0010 -> 0020",1
3081,"0010 -> 0020 -> 0030 -> 0040",5
3081,"0010 -> 0020",2
3082,"0010 -> 0020 -> 0030",1
3083,"0010 -> 0020 -> 0030",3
3084,"0010 -> 0020 -> 0030",6
3085,"0010 -> 0020",3
3086,"0010 -> 0020",1
3087,"0010 -> 0020",1
3088,"0010 -> 0020 -> 0030 -> 0040 -> 0050",1
3089,"0010 -> 0020 -> 0030 -> 0040 -> 0050",1
3090,"0010 -> 0020 -> 0030",5
3091,"0010 -> 0020 -> 0030",6
3092,"0010 -> 0020",1
3093,"0010 -> 0020",3
3093,"0010 -> 0020 -> 0030",3
